Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycling_parsed,Cooking_With_parsed
underweight,female,pescatarian,twice a day,wood,private,hybrid,never,285,frequently,7743,extra large,3,1,33,4,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2768,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
underweight,female,vegan,more frequently,natural gas,public,None,never,178,never,993,large,7,11,2,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],1033,"['Paper', 'Plastic', 'Glass']",['Microwave']
obese,female,omnivore,twice a day,coal,public,None,sometimes,236,rarely,1997,large,4,6,17,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2046,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
obese,female,omnivore,more frequently,coal,private,electric,never,286,rarely,2721,small,6,23,30,22,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2171,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,daily,coal,walk/bicycle,None,often,108,rarely,5,medium,7,21,0,4,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1312,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
obese,male,vegan,twice a day,wood,public,None,sometimes,76,rarely,941,large,1,24,3,18,No,"['Plastic', 'Metal']","['Stove', 'Oven']",1209,"['Plastic', 'Metal']","['Stove', 'Oven']"
underweight,male,vegan,more frequently,coal,private,diesel,sometimes,270,frequently,8815,small,2,7,37,9,Sometimes,['Metal'],['Microwave'],4017,['Metal'],['Microwave']
normal,female,pescatarian,more frequently,wood,private,electric,often,146,rarely,3276,extra large,1,13,10,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",877,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
obese,male,vegan,twice a day,electricity,private,hybrid,sometimes,221,never,3309,medium,5,8,16,20,Yes,['Paper'],['Microwave'],1856,['Paper'],['Microwave']
obese,male,pescatarian,more frequently,wood,private,hybrid,often,230,never,2623,medium,2,20,31,12,No,"['Glass', 'Metal']",['Microwave'],2197,"['Glass', 'Metal']",['Microwave']
obese,female,omnivore,twice a day,electricity,private,diesel,often,295,very frequently,7915,large,1,15,10,18,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",4281,"['Paper', 'Plastic']","['Stove', 'Oven']"
underweight,male,vegan,less frequently,electricity,private,lpg,sometimes,177,frequently,8897,small,3,17,3,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3480,['Glass'],"['Oven', 'Grill', 'Airfryer']"
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,None,often,189,never,19,medium,1,22,36,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",953,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,male,omnivore,daily,natural gas,private,electric,often,174,frequently,3662,small,2,9,44,21,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2046,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
obese,male,vegan,twice a day,coal,private,petrol,never,193,never,611,large,6,12,37,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2521,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,twice a day,wood,public,None,never,238,very frequently,1431,large,6,1,33,3,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3551,['Paper'],"['Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,twice a day,wood,public,None,sometimes,101,never,1978,medium,3,14,36,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1459,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
underweight,male,vegan,daily,electricity,walk/bicycle,None,sometimes,99,very frequently,92,extra large,2,8,29,18,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2492,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,daily,coal,walk/bicycle,None,often,50,frequently,82,large,1,10,23,16,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2411,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,daily,coal,public,None,never,71,very frequently,1851,large,7,15,0,20,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],2761,"['Paper', 'Plastic', 'Glass']",['Stove']
underweight,female,vegetarian,twice a day,wood,public,None,sometimes,232,rarely,1224,extra large,3,7,26,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1500,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,247,never,8219,extra large,5,18,2,5,Sometimes,['Glass'],"['Stove', 'Oven']",1708,['Glass'],"['Stove', 'Oven']"
obese,female,omnivore,less frequently,coal,public,None,sometimes,222,never,1390,extra large,4,19,2,7,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1717,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
overweight,male,vegan,less frequently,wood,public,None,sometimes,61,frequently,434,medium,1,23,41,14,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2135,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
underweight,male,vegan,less frequently,wood,private,hybrid,sometimes,137,never,7460,small,6,5,11,20,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2042,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
normal,female,vegan,more frequently,wood,walk/bicycle,None,never,157,rarely,15,small,1,20,50,18,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1221,"['Paper', 'Metal']","['Grill', 'Airfryer']"
underweight,male,vegetarian,less frequently,natural gas,private,diesel,never,174,very frequently,4686,extra large,2,0,47,2,No,"['Paper', 'Plastic', 'Glass']",['Microwave'],3473,"['Paper', 'Plastic', 'Glass']",['Microwave']
normal,female,vegetarian,daily,electricity,walk/bicycle,None,often,214,never,88,large,5,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1378,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
normal,female,pescatarian,less frequently,electricity,walk/bicycle,None,sometimes,214,very frequently,40,extra large,2,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2135,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,male,pescatarian,more frequently,wood,walk/bicycle,None,never,66,never,56,small,6,11,49,20,No,"['Paper', 'Glass']",['Oven'],1464,"['Paper', 'Glass']",['Oven']
overweight,female,vegan,less frequently,coal,walk/bicycle,None,sometimes,123,very frequently,14,extra large,6,22,2,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2816,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
normal,male,vegan,less frequently,wood,public,None,sometimes,105,very frequently,108,medium,1,17,19,11,No,"['Paper', 'Plastic']",['Stove'],2210,"['Paper', 'Plastic']",['Stove']
obese,female,omnivore,less frequently,natural gas,private,electric,often,125,never,5168,small,3,1,40,17,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1552,"['Paper', 'Plastic']","['Stove', 'Oven']"
normal,male,vegan,more frequently,coal,private,petrol,never,280,frequently,672,small,3,24,34,18,No,"['Paper', 'Plastic', 'Metal']",['Stove'],2406,"['Paper', 'Plastic', 'Metal']",['Stove']
obese,female,vegan,less frequently,natural gas,walk/bicycle,None,sometimes,238,very frequently,94,extra large,3,17,21,22,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3004,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,vegetarian,daily,wood,private,petrol,sometimes,270,rarely,3114,large,3,14,5,10,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2540,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,twice a day,natural gas,private,lpg,never,80,rarely,7134,extra large,2,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2424,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']"
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,276,rarely,8609,extra large,6,6,14,20,Yes,"['Paper', 'Plastic']",['Oven'],4000,"['Paper', 'Plastic']",['Oven']
normal,female,omnivore,less frequently,natural gas,public,None,often,210,never,852,extra large,1,16,32,10,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1288,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
obese,male,vegetarian,less frequently,natural gas,public,None,never,270,rarely,1673,medium,6,16,50,14,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2317,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,female,vegetarian,more frequently,coal,public,None,often,152,very frequently,1564,large,7,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",[],2730,"['Plastic', 'Glass', 'Metal']",[]
normal,female,vegan,more frequently,wood,walk/bicycle,None,often,247,rarely,74,small,7,3,17,22,Yes,['Glass'],['Stove'],1371,['Glass'],['Stove']
normal,female,omnivore,daily,natural gas,private,petrol,sometimes,145,rarely,2885,small,4,3,33,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
normal,male,vegan,twice a day,natural gas,private,petrol,never,260,rarely,8130,large,7,7,27,0,Sometimes,"['Plastic', 'Metal']",['Oven'],4536,"['Plastic', 'Metal']",['Oven']
overweight,female,vegetarian,twice a day,wood,public,None,often,283,very frequently,228,extra large,3,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2987,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
normal,female,vegetarian,more frequently,wood,public,None,sometimes,277,never,1162,medium,4,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1039,"['Paper', 'Metal']","['Oven', 'Microwave']"
normal,male,pescatarian,less frequently,wood,public,None,never,203,never,71,medium,2,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1036,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
obese,female,omnivore,twice a day,natural gas,private,diesel,never,213,frequently,6337,extra large,4,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3620,[],"['Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,more frequently,natural gas,public,None,never,135,rarely,1649,small,4,8,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1009,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
underweight,female,omnivore,daily,natural gas,private,diesel,often,96,very frequently,6159,small,2,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2895,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,162,never,9884,extra large,1,21,32,21,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4294,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,233,frequently,4060,extra large,7,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3429,"['Glass', 'Metal']","['Oven', 'Microwave']"
underweight,female,omnivore,daily,natural gas,walk/bicycle,None,sometimes,262,rarely,68,medium,7,11,13,9,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1334,"['Paper', 'Glass']","['Grill', 'Airfryer']"
overweight,male,pescatarian,less frequently,wood,walk/bicycle,None,never,176,very frequently,5,large,7,13,34,16,No,['Glass'],"['Grill', 'Airfryer']",3697,['Glass'],"['Grill', 'Airfryer']"
normal,female,pescatarian,twice a day,natural gas,public,None,often,176,rarely,702,small,4,7,31,18,Sometimes,['Metal'],"['Oven', 'Microwave']",1494,['Metal'],"['Oven', 'Microwave']"
underweight,male,vegan,less frequently,coal,walk/bicycle,None,sometimes,147,very frequently,2,extra large,4,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2779,"['Plastic', 'Metal']","['Stove', 'Microwave']"
overweight,female,omnivore,less frequently,coal,walk/bicycle,None,often,83,rarely,42,small,1,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",993,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
normal,female,omnivore,less frequently,coal,public,None,never,205,never,274,extra large,5,20,32,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1944,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,coal,public,None,often,125,frequently,590,small,3,1,3,1,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1474,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,145,frequently,84,small,1,1,5,22,Yes,[],"['Oven', 'Microwave']",1880,[],"['Oven', 'Microwave']"
normal,female,pescatarian,less frequently,coal,private,diesel,often,236,frequently,6908,large,3,15,8,17,Yes,[],"['Grill', 'Airfryer']",3535,[],"['Grill', 'Airfryer']"
underweight,female,omnivore,daily,wood,walk/bicycle,None,often,101,rarely,52,medium,7,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1644,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,77,frequently,121,extra large,2,2,0,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1268,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,less frequently,natural gas,walk/bicycle,None,never,241,rarely,30,small,7,19,14,19,Sometimes,"['Paper', 'Metal']",[],1529,"['Paper', 'Metal']",[]
obese,male,vegan,twice a day,electricity,public,None,never,124,rarely,1336,extra large,4,10,34,20,Yes,['Glass'],['Stove'],2076,['Glass'],['Stove']
obese,male,omnivore,less frequently,electricity,walk/bicycle,None,often,82,never,89,large,4,5,49,10,Sometimes,['Glass'],[],1850,['Glass'],[]
normal,male,pescatarian,less frequently,natural gas,public,None,never,262,never,1412,small,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000,"['Paper', 'Plastic', 'Metal']",[]
obese,male,vegetarian,twice a day,electricity,walk/bicycle,None,never,254,never,4,small,3,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1485,[],"['Microwave', 'Grill', 'Airfryer']"
overweight,female,pescatarian,more frequently,coal,public,None,sometimes,76,rarely,1924,medium,1,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1139,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,female,pescatarian,daily,natural gas,walk/bicycle,None,never,207,never,64,large,2,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",682,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8659,large,1,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,daily,coal,walk/bicycle,None,sometimes,93,rarely,82,small,1,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1037,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,vegan,less frequently,electricity,walk/bicycle,None,often,76,very frequently,31,small,4,1,0,0,No,"['Paper', 'Glass']",['Stove'],1467,"['Paper', 'Glass']",['Stove']
normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,5230,medium,3,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",914,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,female,omnivore,twice a day,electricity,public,None,never,101,frequently,450,extra large,4,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1741,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']"
underweight,male,vegetarian,more frequently,coal,public,None,sometimes,73,very frequently,441,small,2,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2742,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,6160,large,2,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2988,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,vegan,twice a day,coal,walk/bicycle,None,often,85,frequently,35,medium,4,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2160,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,None,sometimes,256,frequently,57,large,6,5,44,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3098,['Glass'],"['Oven', 'Grill', 'Airfryer']"
normal,male,vegetarian,daily,wood,walk/bicycle,None,sometimes,193,very frequently,7,extra large,3,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2764,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,5469,medium,4,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2335,"['Paper', 'Plastic']","['Stove', 'Microwave']"
underweight,female,pescatarian,twice a day,wood,walk/bicycle,None,sometimes,282,frequently,6,medium,3,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1462,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,daily,coal,public,None,sometimes,133,frequently,21,small,3,5,31,11,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],2356,"['Paper', 'Glass', 'Metal']",['Oven']
underweight,male,vegetarian,daily,coal,public,None,sometimes,232,rarely,1127,medium,1,19,45,16,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1731,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
normal,female,omnivore,daily,coal,walk/bicycle,None,never,129,never,7,medium,2,22,25,18,No,"['Paper', 'Glass']",[],1162,"['Paper', 'Glass']",[]
normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,6028,extra large,3,11,12,19,No,['Metal'],[],1884,['Metal'],[]
underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,1669,small,3,1,18,15,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1505,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']"
obese,male,pescatarian,less frequently,wood,public,None,often,171,never,1972,small,6,11,0,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1252,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,electricity,public,None,sometimes,274,never,684,medium,6,9,22,10,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1360,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,twice a day,coal,walk/bicycle,None,sometimes,264,very frequently,13,large,4,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",3824,"['Plastic', 'Glass']","['Stove', 'Oven']"
normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8061,small,7,14,18,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4580,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
normal,female,vegan,twice a day,coal,private,lpg,often,252,never,2544,extra large,7,24,50,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2833,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
